original_image_name,orig_dataset,node21_img_id
1879_IM-0569-1001,openi,c3380
00000569_001,chestxray14,c3381
1159_IM-0107-1001,openi,c3382
764_IM-2311-3001,openi,c3383
3089_IM-1444-1001,openi,c3384
00000466_000,chestxray14,c3385
319655976562843852625666505846522045322_n6vcg9,padchest,c3386
119_IM-0128-1001,openi,c3387
2791_IM-1225-2001,openi,c3388
00000879_000,chestxray14,c3389
2739_IM-1193-1001,openi,c3390
00001452_001,chestxray14,c3391
00001742_002,chestxray14,c3392
00000967_000,chestxray14,c3393
00000191_000,chestxray14,c3394
3199_IM-1510-1001,openi,c3395
882_IM-2397-0001-0002,openi,c3396
2083_IM-0715-1001,openi,c3397
35040582196710953341366337559603278309_mks08j,padchest,c3398
79_IM-2329-1001,openi,c3399
270209963183663250831590545556898015198_he6pp1,padchest,c3400
00001356_000,chestxray14,c3402
373_IM-1864-1001,openi,c3404
00001812_000,chestxray14,c3405
00000405_000,chestxray14,c3406
00000571_002,chestxray14,c3407
3227_IM-1525-1001,openi,c3408
00001823_000,chestxray14,c3409
202914753541581777147138457451737809501_bl83rq,padchest,c3410
00000903_000,chestxray14,c3411
00001563_000,chestxray14,c3412
00001450_000,chestxray14,c3413
212124834045355662942215713623153752067_i6s9nc,padchest,c3414
00000954_007,chestxray14,c3415
354_IM-1731-1001,openi,c3416
00000016_000,chestxray14,c3417
2964360986496888434140968738285711052_1cowde,padchest,c3418
00001215_000,chestxray14,c3419
3283_IM-1564-1001,openi,c3420
218430811761827047753794356215358605699_3_y74cc4,padchest,c3421
2136_IM-0758-3001,openi,c3422
00001655_001,chestxray14,c3423
00000912_000,chestxray14,c3424
306_IM-1426-1001,openi,c3425
00001794_000,chestxray14,c3426
3590_IM-1769-1001,openi,c3427
00000139_000,chestxray14,c3428
00001495_002,chestxray14,c3429
49376336016856084230020002773987194581_182s0d,padchest,c3430
219_IM-0799-1001,openi,c3431
965_IM-2455-1001,openi,c3432
240152600271216650758632805826646675465_ssh0ib,padchest,c3433
208_IM-0711-1001,openi,c3434
1896_IM-0581-1001,openi,c3435
00000331_002,chestxray14,c3437
216840111366964012373310883942009093145012005_00-071-013,padchest,c3438
1851_IM-0553-1001,openi,c3439
00001833_000,chestxray14,c3440
00001231_000,chestxray14,c3441
41702733448813883981391490168064578381_i2o9tz,padchest,c3442
3767_IM-1886-2001,openi,c3443
280282346319460275576014465232605218623_g1a9r5,padchest,c3444
1118_IM-0079-1001,openi,c3445
213404959032264667159565454896671317_4ssiqf,padchest,c3446
00000319_000,chestxray14,c3447
98633462242590349661356887426767883875_0kogsx,padchest,c3448
58593054217798112832578958218917924600_vyxnkw,padchest,c3449
216840111366964012558082906712010091133024025_03-176-086,padchest,c3450
50406862789512010083777074448112365054_tamoif,padchest,c3452
00000372_006,chestxray14,c3453
00001589_001,chestxray14,c3454
3831_IM-1934-1001,openi,c3455
00000776_000,chestxray14,c3456
00000095_000,chestxray14,c3457
00000223_000,chestxray14,c3458
3053_IM-1421-1001,openi,c3459
00000614_000,chestxray14,c3460
1212_IM-0143-1001,openi,c3461
00001409_004,chestxray14,c3462
6283701132518815524162026478925028718_m3d8y0,padchest,c3463
2621_IM-1109-1001,openi,c3464
00001345_000,chestxray14,c3465
1278_IM-0185-1001,openi,c3466
00000559_000,chestxray14,c3467
663_IM-2239-1001,openi,c3468
72818499275035887637936208436745024096_m4rxzq,padchest,c3469
331167834053729138734082666944987600225_r5ayz9,padchest,c3470
00001389_000,chestxray14,c3471
00000517_002,chestxray14,c3472
00000165_000,chestxray14,c3473
473_IM-2101-1001,openi,c3474
JPCNN014,jsrt,c3475
3209_IM-1515-1001,openi,c3476
21218717206131907292596617333944799363_4zwqno,padchest,c3477
298250519825265668757842559853876298941_d6js3t,padchest,c3478
99527335900369620271881499409716310083_npyh2d,padchest,c3479
00000064_000,chestxray14,c3480
327187544309591067707525812821674149918_6d636c,padchest,c3481
87023053241010498597892611938516510979_2_g6gxtx,padchest,c3482
00001116_000,chestxray14,c3483
1397_IM-0253-1001,openi,c3484
3298_IM-1575-1001,openi,c3485
169_IM-0452-1001,openi,c3486
941_IM-2438-1001,openi,c3487
00000296_003,chestxray14,c3488
3729_IM-1864-1001,openi,c3489
234050989583091499819702933417319993975_vvob62,padchest,c3490
00001899_000,chestxray14,c3491
2895_IM-1297-1001,openi,c3493
1039_IM-0030-1002,openi,c3494
3377_IM-1626-1002001,openi,c3495
00001667_000,chestxray14,c3496
3030_IM-1405-3001,openi,c3497
3603_IM-1779-1001,openi,c3498
289552665749464109855474269695575846265_8kpv05,padchest,c3499
00001339_000,chestxray14,c3500
1856_IM-0556-1001,openi,c3501
00001492_003,chestxray14,c3502
216840111366964012558082906712010005110638018_02-125-150,padchest,c3504
3026_IM-1401-3001,openi,c3505
00001916_001,chestxray14,c3506
00001924_000,chestxray14,c3507
1775_IM-0508-1001,openi,c3508
JPCNN092,jsrt,c3509
920_IM-2423-1001,openi,c3510
889_IM-2401-1001,openi,c3511
46264253925082870561014161115047318139_zln6wt,padchest,c3512
00000645_001,chestxray14,c3513
80367981540656404402470024009338509857_mox5ll,padchest,c3514
00001151_008,chestxray14,c3515
00001268_001,chestxray14,c3516
3343_IM-1603-1001,openi,c3517
00000082_000,chestxray14,c3518
331634599078028009134685632890629694804_9oz0x9,padchest,c3519
00000067_002,chestxray14,c3520
2480_IM-1009-1001,openi,c3521
00001793_000,chestxray14,c3522
00000448_001,chestxray14,c3523
1188_IM-0127-1001,openi,c3524
00001194_003,chestxray14,c3525
65129472649567862205552993890474699929_gdm8id,padchest,c3526
198289859523419666749020081185867122093_jgppux,padchest,c3527
00001307_001,chestxray14,c3528
2998_IM-1382-1001,openi,c3529
216840111366964013686042548532013171103847548_02-027-198,padchest,c3531
216840111366964012989926673512011136113818787_00-151-119,padchest,c3533
2730_IM-1189-1001,openi,c3534
216322399397948946404065102105982808424_gl5pi8,padchest,c3535
1580614801833545445924521919088753463_g4hv8g,padchest,c3536
00000516_000,chestxray14,c3537
00000226_000,chestxray14,c3538
100_IM-0002-1001,openi,c3539
302899077922644784515801248416705166027_nj7fu1,padchest,c3540
00001459_001,chestxray14,c3541
946_IM-2441-1001,openi,c3542
288014033200737959840600393125651733582_9zakrl,padchest,c3543
203189351166554959607276766064199375890_l7tep4,padchest,c3544
00000264_000,chestxray14,c3545
430_IM-2071-1001,openi,c3546
00000170_000,chestxray14,c3547
00001340_000,chestxray14,c3548
JPCNN027,jsrt,c3549
1710_IM-0469-1001,openi,c3550
00000877_001,chestxray14,c3551
38101467827264673092238341228154054239_q4xe69,padchest,c3552
1462_IM-0299-1001,openi,c3553
00000575_000,chestxray14,c3554
301106744582154826921577242857980387520_7gkrrb,padchest,c3555
00001683_001,chestxray14,c3557
276934651597030562823047727622688123613_t6dpvy,padchest,c3558
56344003193447794959809121816248153723_e5ah6i,padchest,c3559
00001049_000,chestxray14,c3561
8_IM-2333-1001,openi,c3562
793_IM-2330-1001,openi,c3563
1161_IM-0107-1001,openi,c3564
3879_IM-1968-1001,openi,c3565
32638156530562519795340318330423403218_t8pbme,padchest,c3566
3039_IM-1412-1001,openi,c3567
1590_IM-0383-4001,openi,c3568
00001567_000,chestxray14,c3569
00000407_000,chestxray14,c3570
00000520_000,chestxray14,c3571
321843709075819864852931304228702482593_titpqc,padchest,c3572
1356_IM-0231-1001,openi,c3573
00000272_001,chestxray14,c3574
00000842_000,chestxray14,c3575
3911_IM-1987-1001,openi,c3576
00000380_000,chestxray14,c3577
00001258_000,chestxray14,c3578
00000674_000,chestxray14,c3579
325_IM-1539-1001,openi,c3580
00000080_000,chestxray14,c3581
307522079724846945440235608819884129399_9ev8i5,padchest,c3582
219942984400785534045948140626959400312_7ldnyk,padchest,c3583
00000554_000,chestxray14,c3584
216840111366964012558082906712009330130939211_00-102-053,padchest,c3585
209890252063131802095499875481860176531_ymxr6o,padchest,c3586
00001358_000,chestxray14,c3587
00000395_000,chestxray14,c3588
195_IM-0618-1002,openi,c3589
883_IM-2398-1003,openi,c3590
235236505357787928956817683334223310132_9t6ncs,padchest,c3591
00000539_000,chestxray14,c3592
00000207_000,chestxray14,c3593
208887182360953191530026578700363773829_qgx13z,padchest,c3594
97268513876670111637970049578260450161_zpyvdm,padchest,c3595
3560_IM-1745-1001,openi,c3596
00000289_003,chestxray14,c3597
00001408_000,chestxray14,c3598
00001391_000,chestxray14,c3599
243488434562009684078557712039326349907_mng4e8,padchest,c3601
00000480_000,chestxray14,c3602
00001341_000,chestxray14,c3603
00000873_001,chestxray14,c3604
385_IM-1948-1001,openi,c3605
00001280_000,chestxray14,c3606
49822142379742278601332149496176457695_vrfhvw,padchest,c3607
2436_IM-0976-1001,openi,c3608
3143_IM-1477-1001,openi,c3609
21537417105232401028806557052075045353_wmuevc,padchest,c3610
2466_IM-0997-1001,openi,c3611
00001815_000,chestxray14,c3612
1671_IM-0442-1001,openi,c3614
00001184_000,chestxray14,c3615
287290758727551339703512582131039455228_4zw5o0,padchest,c3616
216840111366964012373310883942009195140117438_00-101-052,padchest,c3617
80193601735313565027402845835434141984_3fej0y,padchest,c3618
216840111366964013916396606442014045135435666_01-181-194,padchest,c3619
62982945592730383531398803036859246289_cd9af3,padchest,c3620
306475447887493100557548151033781668550_o3qsgz,padchest,c3621
00000500_003,chestxray14,c3622
216840111366964013375835044302012150105044664_01-154-181,padchest,c3623
00001811_000,chestxray14,c3624
39451794442511147244328654153046844576_y8r2pg,padchest,c3625
89757138952802502730287789499492260361_slqmqq,padchest,c3626
1716_IM-0473-1001,openi,c3627
2873_IM-1279-2002,openi,c3628
324319357987485948342064713373219301374_4xzq6x,padchest,c3629
967_IM-2457-2002,openi,c3630
228815545202339264147030854522860930332_dl0ell,padchest,c3631
326411985594097468777428009337769405422_v4qzja,padchest,c3632
200_IM-0653-1001,openi,c3633
00000228_000,chestxray14,c3634
117_IM-0114-2002,openi,c3635
324084086292512352589444204302678039443_bjhxmi,padchest,c3636
289389711212992338629982240950067136717_1h3k0y,padchest,c3637
00000637_000,chestxray14,c3638
00001172_000,chestxray14,c3639
274217992169606771002442635237854135802_2_6luevu,padchest,c3640
721_IM-2282-1001,openi,c3641
00001082_006,chestxray14,c3642
2232_IM-0832-1001,openi,c3643
97222490305586173049054429464664595846_idcsa8,padchest,c3644
216840111366964012989926673512011084122556148_00-164-147,padchest,c3645
3487_IM-1696-1001,openi,c3646
195776802678822897661611664229536656157_a0jgcd,padchest,c3647
287559078588746917475824661233870213723_yxstnw,padchest,c3648
1205_IM-0138-1001,openi,c3649
2029_IM-0674-1001,openi,c3650
00000171_000,chestxray14,c3651
40722546772009599209248586272932998103_tkt87r,padchest,c3652
1066_IM-0047-1001,openi,c3653
8161426334719529053118992789748110569_6vjjlv,padchest,c3655
233202571007896468640039430513757759224_878gyo,padchest,c3656
294446921637530630852589239170032562632_bymjul,padchest,c3657
314061225131021743847395427790836035678_ab5mfp,padchest,c3658
00001390_000,chestxray14,c3659
217342025624397376056025865389719461061_0s1x0d,padchest,c3660
240116953747286766951653005791645906072_-x88oo,padchest,c3661
3625_IM-1794-1001,openi,c3663
JPCNN011,jsrt,c3664
321736261003523704524990567260754955228_y4c8tr,padchest,c3665
1093_IM-0064-1001,openi,c3666
216840111366964012558082906712009322124304211_00-107-151,padchest,c3667
54605249924260317719340028573280877116_3ulahk,padchest,c3668
00001322_000,chestxray14,c3669
3070_IM-1432-1001,openi,c3670
216840111366964013200840352202011312123634012_01-022-132,padchest,c3671
JPCNN053,jsrt,c3672
216094052462666540063053605627067812737_dmeag5,padchest,c3673
216840111366964012734950068292010137160752311_03-145-111,padchest,c3674
287063024180371821277502738657873163542_lshu2h,padchest,c3675
326104235921562785862690086059390065688_v9fvf3,padchest,c3676
2247_IM-0844-1001,openi,c3677
222214110798734961199747405724033440109_6f1lxy,padchest,c3678
1414_IM-0264-1001,openi,c3679
00001584_000,chestxray14,c3680
280695839643360494830655472420969766746_6mbsdt,padchest,c3681
00001203_005,chestxray14,c3682
00001220_001,chestxray14,c3684
220668923839034322768134338798363255364_89568i,padchest,c3685
216840111366964012734950068292010134101937723_03-146-106,padchest,c3686
316351417173300664933047355477904160567_kxcyme,padchest,c3687
00000952_000,chestxray14,c3688
2061_IM-0698-1001,openi,c3689
JPCNN044,jsrt,c3690
309543304299768545894518413801851481448_yoiai8,padchest,c3691
571_IM-2170-1001,openi,c3692
00001419_000,chestxray14,c3693
00001132_001,chestxray14,c3694
00000715_000,chestxray14,c3695
1674_IM-0445-1001,openi,c3697
3453_IM-1676-0001-0001,openi,c3698
78202161155156629231567182345202755094_iiyvoy,padchest,c3699
320631867440443887034767162164526562206_h490s9,padchest,c3700
3253_IM-1542-1001,openi,c3701
00001088_001,chestxray14,c3702
28784222191567249212405554061816434749_-adzku,padchest,c3703
80023918695539599932039379984852998762_ejqmol,padchest,c3704
2595_IM-1086-1001,openi,c3705
295999665717696688638008001072606036985_1tlepn,padchest,c3706
213201083135164012218916605938741388019_5n2sav,padchest,c3707
00001301_000,chestxray14,c3708
00001065_000,chestxray14,c3709
194751789555779930255750646078518442879_gn3nu7,padchest,c3710
926_IM-2425-1001,openi,c3711
00001684_001,chestxray14,c3712
43194171567121116004735390244963174821_7rmjhx,padchest,c3713
278882105051619186458200434064119546058_1epuh8,padchest,c3714
JPCNN081,jsrt,c3715
49273835192819720848184825440626014138_1cwfal,padchest,c3716
00001918_000,chestxray14,c3717
216840111366964012373310883942009098122956661_00-071-185,padchest,c3718
00000497_000,chestxray14,c3719
00000610_000,chestxray14,c3720
1011_IM-0013-1001,openi,c3721
00000152_000,chestxray14,c3722
1748_IM-0490-1001,openi,c3723
00001478_000,chestxray14,c3724
243837679625088918208093479515843617254_znbkkx,padchest,c3725
826_IM-2355-1001,openi,c3726
2471_IM-1002-1001,openi,c3727
2453_IM-0988-1001,openi,c3728
00000440_000,chestxray14,c3729
234216022935307048216299336991419380952_sgrlgf,padchest,c3730
720_IM-2281-1001,openi,c3732
00000974_000,chestxray14,c3733
00000273_004,chestxray14,c3734
223999867425718121616266437620453368011_k5eofj,padchest,c3735
00001189_000,chestxray14,c3736
00000939_000,chestxray14,c3737
00001078_002,chestxray14,c3738
1254_IM-0172-1001,openi,c3739
00001890_000,chestxray14,c3740
3173_IM-1495-2002,openi,c3741
3115_IM-1463-1001,openi,c3742
2851_IM-1260-0001-0001,openi,c3743
1646_IM-0423-1001,openi,c3744
216840111366964013590140476722013024143410528_02-014-162,padchest,c3745
331_IM-1584-1001,openi,c3746
295026901863981594290324284876740765607_f7oqh2,padchest,c3747
20536686640136348236148679891455886468_k6ga29,padchest,c3748
93548931578811793129153723399853386695_1y7fmd,padchest,c3749
64425750222411945715326227194447376452_2mz0tp,padchest,c3750
15564688315470080953689560628598011118_b954cg,padchest,c3751
2273_IM-0861-1001,openi,c3752
438_IM-2078-1001,openi,c3753
39508930477229903374366828458510399580_kshp5v,padchest,c3754
00000401_000,chestxray14,c3755
4243214902736843283961305097899023065_bo43qk,padchest,c3756
30475686231597313776176505454015954397_tmdtxk,padchest,c3757
2889_IM-1291-1001,openi,c3759
3957_IM-2022-1001,openi,c3760
1903_IM-0586-1001,openi,c3762
00001122_001,chestxray14,c3763
JPCNN026,jsrt,c3764
303022189931247640588039374286953494416_xrk8f8,padchest,c3765
31995951674344224975894625504664373705_7lg3gb,padchest,c3766
21931108162223593452672764836130221069_npdlwj,padchest,c3767
00000617_000,chestxray14,c3768
413_IM-2056-1001,openi,c3769
00001115_000,chestxray14,c3770
216840111366964012373310883942009085122647079_00-069-056,padchest,c3771
00001878_000,chestxray14,c3772
829_IM-2358-1001,openi,c3773
3773_IM-1891-1001,openi,c3774
00000379_000,chestxray14,c3775
00001373_005,chestxray14,c3776
2806_IM-1236-1001,openi,c3777
51883988505154031629783833462811800536_l10udk,padchest,c3778
232960650068766065917748408707113093485_tdnljp,padchest,c3779
95218820773635724499975084715673987173_ta3ww4,padchest,c3780
00000048_000,chestxray14,c3781
1861_IM-0558-1001,openi,c3782
1275224313319801124026_03-181-166,padchest,c3783
00001163_000,chestxray14,c3784
00000018_000,chestxray14,c3786
1688_IM-0450-1001,openi,c3787
00000986_000,chestxray14,c3788
00001749_000,chestxray14,c3790
215216312896434609819729304269555722027_9i3jyg,padchest,c3791
216840111366964012819207061112010316092344619_04-024-113,padchest,c3792
51692048897172607713177083439283500016_9i4kr9,padchest,c3793
19561653869349573322942924898917482282_iw7yhq,padchest,c3794
58388910136399379722530220143023115236_nq212m,padchest,c3795
85952122580440142309699213857338348957_uexxif,padchest,c3796
2008_IM-0658-1001,openi,c3797
2784_IM-1220-1001,openi,c3798
2963_IM-1356-1001,openi,c3799
217558052007959517036365739586341567632_kzm5be,padchest,c3800
310159940254180388550419933520811781071_2kr36j,padchest,c3801
00001004_000,chestxray14,c3802
00001334_000,chestxray14,c3803
00000593_000,chestxray14,c3804
54238077194277855993497068723510383031_-cohsr,padchest,c3805
00000086_000,chestxray14,c3806
00000073_000,chestxray14,c3807
281091014463966168888345887411999939298_mj7nfb,padchest,c3808
00000690_000,chestxray14,c3809
1719_IM-0474-1001,openi,c3810
00001324_000,chestxray14,c3811
2861_IM-1269-2001,openi,c3812
00001847_000,chestxray14,c3813
313823032184500038244142585982579325201_7it0g3,padchest,c3814
30038691063316097572725609179991492092_ekj14r,padchest,c3815
579_IM-2176-1001,openi,c3816
00001496_001,chestxray14,c3817
00001138_000,chestxray14,c3819
327444684915454008436202470915083121967_6hhekx,padchest,c3820
3883_IM-1971-1001,openi,c3821
00000469_001,chestxray14,c3822
00000507_000,chestxray14,c3823
00000781_003,chestxray14,c3824
216840111366964012558082906712009309125111677_00-102-099,padchest,c3825
1350_IM-0227-1001,openi,c3826
00001016_000,chestxray14,c3827
255010204914728146111506224643573581193_gfrdqo,padchest,c3828
2156_IM-0775-1001,openi,c3829
3954_IM-2021-1001,openi,c3830
3458_IM-1678-1001,openi,c3831
216840111366964012339356563862009055103120010_00-056-150,padchest,c3832
283150672563386495509139437908671618505_3rcqi1,padchest,c3833
3180_IM-1500-3001,openi,c3834
233731197458133799589892121491610645461_we9ogo,padchest,c3835
216840111366964012558082906712009313104343339_00-110-077,padchest,c3836
293832808982463522699416043633539296534_k5dfz6,padchest,c3837
216840111366964012989926673512011108160422759_00-187-087,padchest,c3838
216840111366964012339356563862009065121912403_00-052-073,padchest,c3839
14093500659686480810439620156607362589_xymygc,padchest,c3840
268181431674838103600687658275084846249_xyxdng,padchest,c3841
43974812568761155667942095366465446895_3ninvk,padchest,c3842
00000187_001,chestxray14,c3843
43182412271409508481523950016325756927_40iq8b,padchest,c3844
00001777_000,chestxray14,c3845
58729962254987653520839635058377940974_jezjjo,padchest,c3846
1191_IM-0128-1001,openi,c3847
475_IM-2101-1001,openi,c3848
00000275_004,chestxray14,c3850
JPCNN068,jsrt,c3851
1843_IM-0546-1001,openi,c3852
2260_IM-0852-1001,openi,c3853
315097953957658965549658266167785592071_xkv4ye,padchest,c3854
00001798_000,chestxray14,c3855
36913839250507626802815338122870443026_30bjl1,padchest,c3856
00000738_000,chestxray14,c3857
238761877801270492970645557433831716457_8hwjep,padchest,c3858
257363608869672643452639640460584331841_2m9azj,padchest,c3859
00001111_000,chestxray14,c3860
2910_IM-1314-1001,openi,c3861
203867956156632398461581965823374154403_hcfaj6,padchest,c3862
190_IM-0583-1001,openi,c3863
258139290476157599332533433612025716289_lbx6vx,padchest,c3864
00000110_000,chestxray14,c3865
2385_IM-0942-1001,openi,c3866
3358_IM-1611-1001,openi,c3867
00000078_000,chestxray14,c3868
327854852154259821766884725572883938416_8dqym3,padchest,c3869
2559_IM-1063-1001,openi,c3870
74407600752714690737009228295618127101_p6h8vm,padchest,c3871
00001537_000,chestxray14,c3873
216840111366964013649107288022013106112736635_02-077-025,padchest,c3874
24133295445957638068322155855020404669_zy5t1f,padchest,c3875
1335_IM-0215-1001,openi,c3876
JPCNN022,jsrt,c3877
216840111366964012819207061112010295082107509_03-190-067,padchest,c3878
2103_IM-0734-0001-0001,openi,c3879
42204060571278999414691815102003403532_ss9e2k,padchest,c3880
1142_IM-0096-1001,openi,c3882
00000041_003,chestxray14,c3883
00001211_000,chestxray14,c3884
00000944_000,chestxray14,c3885
33085145869102787486950112017879158672_zdm89x,padchest,c3886
72598842051928771977753725274938862160_2pamb0,padchest,c3887
171_IM-0468-1001,openi,c3888
00000177_003,chestxray14,c3889
245125788910798198421802122053106746768_d8jf1z,padchest,c3890
246_IM-0992-1002001,openi,c3891
214174761143777029149090246079290956884_qgulpg,padchest,c3893
00000838_000,chestxray14,c3894
212020534538597716725082438524520934018_n86taw,padchest,c3895
499_IM-2116-1001,openi,c3896
